age,job,marital,housing,loan,contact,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,output,high.ed,season
39,services,married,0,0,cellular,wed,356,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0,summer
39,services,single,0,0,cellular,wed,239,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
32,admin.,married,1,0,telephone,wed,2692,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1,summer
28,services,married,1,1,telephone,wed,79,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
49,technician,married,1,0,cellular,wed,117,17,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
48,admin.,divorced,1,0,cellular,wed,121,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
32,management,single,0,0,cellular,wed,675,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1,summer
51,management,married,0,0,cellular,wed,71,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
35,blue-collar,married,0,0,cellular,wed,103,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
45,services,divorced,1,1,cellular,wed,230,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
40,admin.,married,0,0,cellular,wed,100,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
33,services,married,1,0,cellular,wed,192,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
56,technician,divorced,1,1,cellular,wed,448,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
33,unemployed,married,1,1,cellular,wed,285,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
54,housemaid,married,1,0,cellular,wed,92,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
42,blue-collar,married,0,0,cellular,wed,54,10,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
51,management,married,1,0,cellular,wed,154,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
37,blue-collar,married,1,1,cellular,wed,184,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
30,admin.,single,1,0,telephone,wed,196,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
32,admin.,married,0,0,cellular,wed,185,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
40,self-employed,single,1,1,telephone,wed,98,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
24,blue-collar,single,1,0,cellular,wed,590,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
33,services,married,0,0,cellular,wed,782,7,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1,summer
26,admin.,single,0,0,telephone,wed,342,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
35,technician,married,0,0,cellular,wed,151,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
44,admin.,single,0,0,telephone,wed,383,7,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
33,admin.,divorced,0,0,cellular,wed,249,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
36,management,married,0,1,cellular,wed,93,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
58,retired,married,1,0,cellular,wed,134,23,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
27,self-employed,married,0,0,telephone,wed,215,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
37,housemaid,single,1,0,cellular,wed,60,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
39,technician,married,0,0,cellular,wed,188,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
37,blue-collar,married,1,0,cellular,wed,83,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
46,technician,divorced,0,0,cellular,wed,187,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
36,management,married,0,0,cellular,wed,777,10,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1,summer
30,admin.,single,0,0,telephone,wed,84,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
31,services,single,1,0,cellular,wed,21,20,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
29,admin.,single,1,1,cellular,wed,160,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
32,technician,single,0,0,cellular,wed,61,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
42,blue-collar,married,0,0,cellular,wed,53,10,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
22,unemployed,single,0,0,telephone,wed,82,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
51,management,married,1,0,telephone,wed,208,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
36,technician,married,0,0,cellular,wed,84,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
42,blue-collar,married,1,0,cellular,wed,962,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0,summer
43,services,married,0,1,cellular,wed,105,11,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
48,services,married,1,1,cellular,wed,98,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1,summer
38,admin.,married,0,0,cellular,wed,166,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
26,blue-collar,single,0,1,cellular,wed,111,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,summer
44,management,married,1,0,cellular,thu,148,15,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
40,admin.,married,1,0,cellular,thu,106,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
55,technician,married,1,1,cellular,thu,101,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
44,admin.,divorced,1,1,cellular,thu,75,11,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
49,technician,married,1,0,cellular,thu,75,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
27,admin.,single,1,0,cellular,thu,114,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
42,admin.,married,1,0,telephone,thu,24,12,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,entrepreneur,married,1,0,cellular,thu,20,20,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
32,blue-collar,single,0,0,telephone,thu,234,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
28,services,married,0,0,cellular,thu,15,14,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
28,admin.,single,1,0,cellular,thu,13,10,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
41,self-employed,divorced,0,0,cellular,thu,81,10,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
41,admin.,single,1,0,cellular,thu,435,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
52,retired,married,0,0,cellular,thu,59,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
38,admin.,married,0,0,cellular,thu,175,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
54,blue-collar,married,1,0,cellular,thu,150,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
47,admin.,married,1,1,telephone,thu,43,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
37,services,single,0,0,cellular,thu,52,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
36,blue-collar,married,0,0,cellular,thu,85,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
35,self-employed,married,0,0,telephone,thu,11,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
30,admin.,single,0,0,cellular,thu,13,27,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
34,technician,married,0,0,cellular,thu,153,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
28,admin.,single,1,0,cellular,thu,87,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
42,admin.,divorced,0,1,telephone,thu,46,17,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,admin.,single,1,1,cellular,thu,283,16,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
28,services,married,1,0,cellular,thu,69,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
36,unemployed,married,0,0,cellular,thu,616,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
58,blue-collar,divorced,0,0,telephone,thu,69,7,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
30,admin.,single,0,0,cellular,thu,160,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
46,technician,divorced,1,0,cellular,thu,165,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,technician,divorced,0,1,cellular,thu,13,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
42,admin.,married,0,1,cellular,thu,141,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
37,blue-collar,divorced,1,0,cellular,thu,346,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
39,admin.,married,1,0,cellular,thu,79,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
37,admin.,married,0,1,cellular,thu,175,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,retired,divorced,1,0,cellular,thu,11,10,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
37,services,divorced,0,0,cellular,thu,98,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
50,technician,single,0,0,telephone,thu,125,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
36,blue-collar,married,1,0,cellular,thu,11,16,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
29,technician,married,0,0,cellular,thu,5,23,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
37,entrepreneur,divorced,1,0,cellular,thu,812,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0,summer
36,blue-collar,single,1,0,cellular,thu,8,24,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
33,technician,single,0,0,cellular,thu,194,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,admin.,single,0,1,cellular,thu,130,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
39,services,married,1,0,cellular,thu,68,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
32,blue-collar,single,1,0,cellular,thu,110,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
43,technician,divorced,1,0,cellular,thu,87,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
36,blue-collar,married,1,0,cellular,thu,517,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
36,management,married,1,0,cellular,thu,350,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
40,technician,married,0,1,telephone,thu,921,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
40,blue-collar,single,1,0,cellular,thu,217,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
32,admin.,single,0,1,cellular,thu,749,8,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
33,services,married,1,1,cellular,thu,630,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,1,summer
34,technician,married,0,0,cellular,thu,85,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,admin.,married,0,0,cellular,thu,468,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
48,services,married,1,0,cellular,thu,55,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
39,technician,married,0,0,cellular,thu,28,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
35,technician,married,0,0,cellular,thu,207,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
30,admin.,single,1,0,cellular,thu,27,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
42,self-employed,married,1,0,telephone,thu,1088,14,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,1,summer
37,blue-collar,divorced,1,0,cellular,thu,1150,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0,summer
35,technician,married,1,0,cellular,thu,570,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
39,technician,married,1,0,cellular,thu,404,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
46,admin.,single,0,0,cellular,thu,75,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
39,technician,married,0,0,cellular,thu,232,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
50,technician,married,0,0,cellular,thu,190,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
27,admin.,married,0,0,cellular,thu,84,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
52,blue-collar,married,1,0,cellular,thu,92,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
56,technician,divorced,0,0,cellular,thu,384,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
28,admin.,single,0,0,cellular,thu,321,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
27,blue-collar,single,0,0,cellular,thu,451,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
29,admin.,single,0,0,cellular,thu,117,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
27,blue-collar,single,0,0,cellular,thu,508,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
22,unemployed,single,0,0,cellular,thu,60,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
48,entrepreneur,married,1,0,cellular,thu,207,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
31,blue-collar,single,1,0,cellular,thu,107,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
45,admin.,married,0,0,cellular,thu,196,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
38,admin.,married,0,1,cellular,thu,106,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
48,entrepreneur,married,1,0,cellular,thu,413,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,technician,married,0,1,cellular,thu,15,23,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
36,student,divorced,0,1,cellular,thu,125,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,admin.,single,1,0,cellular,thu,543,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
45,admin.,married,1,0,telephone,thu,91,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,entrepreneur,married,1,1,cellular,thu,14,20,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
44,admin.,single,1,0,cellular,thu,130,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
33,services,married,0,1,cellular,thu,151,7,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,admin.,single,1,1,cellular,thu,104,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
45,admin.,married,0,1,cellular,thu,468,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
59,housemaid,married,1,1,cellular,thu,69,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
43,blue-collar,single,0,0,cellular,thu,79,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
47,admin.,married,0,1,telephone,thu,225,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
45,blue-collar,single,1,0,cellular,thu,102,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
49,technician,married,1,0,cellular,thu,183,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
42,technician,married,0,1,cellular,thu,65,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
28,admin.,single,0,0,cellular,thu,395,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
45,blue-collar,single,0,0,cellular,thu,291,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
39,self-employed,married,0,0,cellular,thu,49,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
41,services,divorced,1,0,cellular,thu,474,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
50,management,married,0,0,cellular,thu,118,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
50,management,married,1,0,telephone,thu,30,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
36,management,married,1,0,telephone,thu,28,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
50,management,married,1,0,cellular,thu,221,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
42,self-employed,married,1,0,telephone,thu,30,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
45,entrepreneur,divorced,0,1,cellular,thu,216,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,technician,single,1,0,cellular,thu,149,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
36,technician,married,0,0,telephone,thu,110,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
44,services,married,0,0,cellular,thu,374,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
38,housemaid,married,1,0,cellular,thu,108,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
39,entrepreneur,married,1,0,cellular,thu,244,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
50,technician,married,1,0,cellular,thu,196,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
38,services,married,0,1,cellular,thu,74,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
38,services,married,0,0,cellular,thu,81,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
35,blue-collar,married,1,0,telephone,thu,19,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
43,services,married,0,0,cellular,thu,126,19,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
32,admin.,married,1,0,cellular,thu,129,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
33,services,divorced,0,1,cellular,thu,51,7,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
32,admin.,married,1,0,cellular,thu,61,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,admin.,married,0,0,cellular,thu,100,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,blue-collar,married,0,0,cellular,thu,574,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0,summer
32,technician,single,0,1,telephone,thu,181,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,admin.,married,1,1,cellular,thu,23,22,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
27,admin.,single,0,1,cellular,thu,242,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,technician,single,0,0,cellular,thu,167,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,technician,single,0,0,cellular,thu,35,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
40,admin.,married,1,1,cellular,thu,203,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
33,technician,single,0,0,cellular,thu,140,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,technician,single,1,0,cellular,thu,128,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,technician,single,0,0,cellular,thu,119,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,technician,single,1,1,cellular,thu,234,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
30,blue-collar,single,0,0,cellular,thu,56,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
25,technician,single,0,0,cellular,thu,27,16,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
31,entrepreneur,single,0,1,telephone,thu,15,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
37,unemployed,single,1,0,cellular,thu,47,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,admin.,married,0,0,cellular,thu,46,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
53,technician,married,1,0,telephone,thu,144,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
36,blue-collar,married,0,0,telephone,thu,208,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
41,admin.,single,1,1,telephone,thu,180,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,technician,single,1,0,cellular,thu,307,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
38,services,married,1,0,cellular,thu,73,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
38,services,married,1,0,telephone,thu,120,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
38,services,married,0,0,cellular,thu,127,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
34,technician,married,0,1,cellular,thu,114,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
40,admin.,married,0,0,cellular,thu,106,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
24,admin.,single,1,0,cellular,thu,725,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0,summer
35,technician,single,1,0,cellular,thu,105,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
28,services,married,1,0,telephone,thu,115,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
42,management,married,0,0,cellular,thu,114,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
42,management,married,0,0,telephone,thu,92,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
29,admin.,single,0,0,cellular,thu,6,14,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
39,technician,married,1,0,cellular,thu,123,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
56,management,married,1,0,cellular,thu,22,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
42,management,married,1,0,cellular,thu,253,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
56,management,married,0,0,cellular,thu,57,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,technician,married,0,0,cellular,thu,126,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
48,technician,married,0,0,cellular,thu,38,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
48,technician,married,0,0,telephone,thu,77,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
42,blue-collar,married,0,1,cellular,thu,349,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
53,blue-collar,married,0,1,cellular,thu,36,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
39,services,married,1,0,cellular,thu,543,29,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
52,blue-collar,married,1,1,cellular,thu,114,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
26,blue-collar,married,1,0,cellular,thu,49,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
34,technician,married,0,0,cellular,thu,61,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
36,blue-collar,married,1,0,telephone,thu,77,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
32,technician,single,1,0,cellular,thu,81,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,management,married,1,0,cellular,thu,122,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
35,technician,single,1,0,cellular,thu,53,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,management,married,1,0,cellular,thu,126,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
34,unemployed,married,1,1,cellular,thu,118,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
46,technician,divorced,0,0,cellular,thu,60,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
56,technician,divorced,1,0,cellular,thu,227,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
32,admin.,married,0,0,cellular,thu,662,11,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0,summer
28,admin.,single,0,0,cellular,thu,727,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,1,summer
49,technician,married,1,0,telephone,thu,219,12,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
53,blue-collar,married,0,0,cellular,thu,79,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
28,admin.,single,1,0,cellular,thu,231,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
56,technician,divorced,1,0,cellular,thu,49,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,technician,married,1,1,cellular,thu,201,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
44,technician,married,0,0,cellular,thu,221,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
44,technician,married,1,0,telephone,thu,168,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,technician,married,1,0,telephone,thu,258,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
29,technician,married,0,0,telephone,thu,240,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
43,admin.,married,1,1,telephone,thu,119,8,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,summer
56,technician,divorced,0,0,cellular,thu,59,12,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,1,summer
